[2025-09-10 01:02:23] Agent starting... ServerBase=https://pc-admin-server.onrender.com
[2025-09-10 01:19:31] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36849,"Time":"2025-09-10T01:19:31.9116204\u002B08:00"}
[2025-09-10 01:19:32] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:03:13.3721698+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:33] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36850,"Time":"2025-09-10T01:19:33.1545204\u002B08:00"}
[2025-09-10 01:19:33] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:03:13.3721698+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:34] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36852,"Time":"2025-09-10T01:19:34.4136083\u002B08:00"}
[2025-09-10 01:19:34] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:03:13.3721698+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:35] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36853,"Time":"2025-09-10T01:19:35.6438605\u002B08:00"}
[2025-09-10 01:19:35] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:03:13.3721698+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:36] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36854,"Time":"2025-09-10T01:19:36.8653670\u002B08:00"}
[2025-09-10 01:19:37] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:03:13.3721698+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:38] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36855,"Time":"2025-09-10T01:19:38.0945614\u002B08:00"}
[2025-09-10 01:19:38] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:03:13.3721698+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:39] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36856,"Time":"2025-09-10T01:19:39.3215103\u002B08:00"}
[2025-09-10 01:19:39] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:03:13.3721698+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:40] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36858,"Time":"2025-09-10T01:19:40.5654151\u002B08:00"}
[2025-09-10 01:19:40] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:49:42.0612348+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:40] [Policy] HIDE lock screen
[2025-09-10 01:19:41] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36859,"Time":"2025-09-10T01:19:41.9553146\u002B08:00"}
[2025-09-10 01:19:42] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:49:42.0612348+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:43] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36860,"Time":"2025-09-10T01:19:43.1877014\u002B08:00"}
[2025-09-10 01:19:43] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:49:42.0612348+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:44] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36862,"Time":"2025-09-10T01:19:44.4400311\u002B08:00"}
[2025-09-10 01:19:44] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:49:42.0612348+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:45] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36863,"Time":"2025-09-10T01:19:45.6675293\u002B08:00"}
[2025-09-10 01:19:45] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:49:42.0612348+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:46] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36864,"Time":"2025-09-10T01:19:46.9885072\u002B08:00"}
[2025-09-10 01:19:47] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:49:42.0612348+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:48] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36865,"Time":"2025-09-10T01:19:48.2344892\u002B08:00"}
[2025-09-10 01:19:48] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:49:42.0612348+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:49] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36867,"Time":"2025-09-10T01:19:49.4620981\u002B08:00"}
[2025-09-10 01:19:49] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:49:42.0612348+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:50] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36868,"Time":"2025-09-10T01:19:50.7027065\u002B08:00"}
[2025-09-10 01:19:51] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:19:52.1209327+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:52] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36869,"Time":"2025-09-10T01:19:52.0856704\u002B08:00"}
[2025-09-10 01:19:52] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:19:52.1209327+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:53] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36870,"Time":"2025-09-10T01:19:53.3285980\u002B08:00"}
[2025-09-10 01:19:53] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:19:52.1209327+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:53] [Policy] SHOW lock screen
[2025-09-10 01:19:54] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36872,"Time":"2025-09-10T01:19:54.6365128\u002B08:00"}
[2025-09-10 01:19:54] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:19:52.1209327+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:55] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36873,"Time":"2025-09-10T01:19:55.8716970\u002B08:00"}
[2025-09-10 01:19:56] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:19:52.1209327+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:57] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36874,"Time":"2025-09-10T01:19:57.1147559\u002B08:00"}
[2025-09-10 01:19:57] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:19:52.1209327+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:58] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36875,"Time":"2025-09-10T01:19:58.3457891\u002B08:00"}
[2025-09-10 01:19:58] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:19:52.1209327+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:19:59] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36877,"Time":"2025-09-10T01:19:59.5800074\u002B08:00"}
[2025-09-10 01:19:59] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T17:19:52.1209327+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:00] [Unlock] Online password entered → POST /unlock
[2025-09-10 01:20:00] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36878,"Time":"2025-09-10T01:20:00.8133942\u002B08:00"}
[2025-09-10 01:20:01] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:02] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36879,"Time":"2025-09-10T01:20:02.1194955\u002B08:00"}
[2025-09-10 01:20:02] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:03] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36880,"Time":"2025-09-10T01:20:03.3625396\u002B08:00"}
[2025-09-10 01:20:03] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:04] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36882,"Time":"2025-09-10T01:20:04.5926076\u002B08:00"}
[2025-09-10 01:20:04] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:05] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36883,"Time":"2025-09-10T01:20:05.8855663\u002B08:00"}
[2025-09-10 01:20:06] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:07] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36884,"Time":"2025-09-10T01:20:07.1176791\u002B08:00"}
[2025-09-10 01:20:07] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:08] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36885,"Time":"2025-09-10T01:20:08.3594920\u002B08:00"}
[2025-09-10 01:20:08] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:09] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36887,"Time":"2025-09-10T01:20:09.6216202\u002B08:00"}
[2025-09-10 01:20:10] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:11] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36888,"Time":"2025-09-10T01:20:11.1477173\u002B08:00"}
[2025-09-10 01:20:11] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:12] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36889,"Time":"2025-09-10T01:20:12.3937710\u002B08:00"}
[2025-09-10 01:20:12] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:13] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36891,"Time":"2025-09-10T01:20:13.6345888\u002B08:00"}
[2025-09-10 01:20:13] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:14] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36892,"Time":"2025-09-10T01:20:14.8966819\u002B08:00"}
[2025-09-10 01:20:15] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:16] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36893,"Time":"2025-09-10T01:20:16.1745873\u002B08:00"}
[2025-09-10 01:20:16] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:17] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36895,"Time":"2025-09-10T01:20:17.4189464\u002B08:00"}
[2025-09-10 01:20:17] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:18] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36896,"Time":"2025-09-10T01:20:18.8943917\u002B08:00"}
[2025-09-10 01:20:19] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:20] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36897,"Time":"2025-09-10T01:20:20.1527310\u002B08:00"}
[2025-09-10 01:20:20] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:21] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36899,"Time":"2025-09-10T01:20:21.4117927\u002B08:00"}
[2025-09-10 01:20:21] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:22] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36900,"Time":"2025-09-10T01:20:22.6713467\u002B08:00"}
[2025-09-10 01:20:22] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:23] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36901,"Time":"2025-09-10T01:20:23.9001275\u002B08:00"}
[2025-09-10 01:20:24] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:25] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36902,"Time":"2025-09-10T01:20:25.1291232\u002B08:00"}
[2025-09-10 01:20:25] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:26] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36903,"Time":"2025-09-10T01:20:26.3756949\u002B08:00"}
[2025-09-10 01:20:26] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:27] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36905,"Time":"2025-09-10T01:20:27.6395850\u002B08:00"}
[2025-09-10 01:20:27] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:28] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36906,"Time":"2025-09-10T01:20:28.9607693\u002B08:00"}
[2025-09-10 01:20:29] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:30] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36907,"Time":"2025-09-10T01:20:30.2844156\u002B08:00"}
[2025-09-10 01:20:30] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:31] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36909,"Time":"2025-09-10T01:20:31.5486922\u002B08:00"}
[2025-09-10 01:20:31] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:32] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36910,"Time":"2025-09-10T01:20:32.7794396\u002B08:00"}
[2025-09-10 01:20:33] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:34] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36911,"Time":"2025-09-10T01:20:34.0266619\u002B08:00"}
[2025-09-10 01:20:34] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:35] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36912,"Time":"2025-09-10T01:20:35.2716820\u002B08:00"}
[2025-09-10 01:20:35] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:20:36] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":36914,"Time":"2025-09-10T01:20:36.5048029\u002B08:00"}
[2025-09-10 01:20:36] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:20:02.5834366+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
